,0
0,0.0
1,0.0234375
2,0.0625
3,0.08203125
4,0.1125
5,0.12760416666666666
6,0.140625
7,0.1484375
8,0.1440972222222222
9,0.146875
10,0.14914772727272727
11,0.15364583333333334
12,0.15625
13,0.16964285714285715
14,0.17708333333333334
15,0.1875
16,0.19117647058823528
17,0.19618055555555555
18,0.19490131578947367
19,0.19375
20,0.19642857142857142
21,0.20099431818181818
22,0.20448369565217392
23,0.203125
24,0.206875
25,0.20552884615384615
26,0.20833333333333334
27,0.21149553571428573
28,0.2117456896551724
29,0.21302083333333333
30,0.21522177419354838
31,0.21484375
32,0.21543560606060605
33,0.21691176470588236
34,0.21830357142857143
35,0.2183159722222222
36,0.21917229729729729
37,0.22245065789473684
38,0.22435897435897437
39,0.226953125
40,0.22560975609756098
41,0.22805059523809523
42,0.22674418604651161
43,0.22691761363636365
44,0.22916666666666666
45,0.23029891304347827
46,0.23238031914893617
47,0.236328125
48,0.23979591836734693
49,0.2403125
50,0.24050245098039216
51,0.2403846153846154
52,0.23997641509433962
53,0.23987268518518517
54,0.240625
55,0.24135044642857142
56,0.24232456140350878
57,0.2421875
58,0.24284957627118645
59,0.24270833333333333
60,0.24359631147540983
61,0.24495967741935484
62,0.24603174603174602
63,0.247314453125
64,0.24711538461538463
65,0.24739583333333334
66,0.24766791044776118
67,0.24885110294117646
68,0.25
69,0.24933035714285715
70,0.2482394366197183
71,0.248046875
72,0.24721746575342465
73,0.24767736486486486
74,0.24645833333333333
75,0.24753289473684212
76,0.24918831168831168
77,0.24959935897435898
78,0.25138449367088606
79,0.25234375
80,0.25289351851851855
81,0.2524771341463415
82,0.2532003012048193
83,0.2537202380952381
84,0.2536764705882353
85,0.2532703488372093
86,0.2541307471264368
87,0.2546164772727273
88,0.25456460674157305
89,0.2546875
90,0.2551510989010989
91,0.25662364130434784
92,0.2584005376344086
93,0.2579787234042553
94,0.25838815789473685
95,0.2584635416666667
96,0.25885953608247425
97,0.2590880102040816
98,0.2601010101010101
99,0.26
100,0.26051980198019803
101,0.2604166666666667
102,0.26077063106796117
103,0.26036658653846156
104,0.26145833333333335
105,0.2610554245283019
106,0.260660046728972
107,0.2612847222222222
108,0.2626146788990826
109,0.2627840909090909
110,0.26309121621621623
111,0.2632533482142857
112,0.2636891592920354
113,0.26398026315789475
114,0.2638586956521739
115,0.26495150862068967
116,0.265625
117,0.2652277542372881
118,0.2653623949579832
119,0.266015625
120,0.265754132231405
121,0.266265368852459
122,0.26664126016260165
123,0.2667590725806452
124,0.2665
125,0.2662450396825397
126,0.2668553149606299
127,0.2669677734375
128,0.266593992248062
129,0.2669471153846154
